"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"HATSUN","EQ","30-Mar-2021","        717.50","        727.90","        729.80","        715.30","        719.00","        719.30","        722.88","      18910","            13669572.95","       1823"
"HATSUN","EQ","31-Mar-2021","        719.30","        719.30","        732.00","        716.00","        723.85","        724.85","        723.09","      15650","            11316435.70","       1287"
"HATSUN","EQ","01-Apr-2021","        724.85","        728.50","        748.50","        725.60","        740.05","        742.00","        740.80","      23251","            17224335.25","       2381"
"HATSUN","EQ","05-Apr-2021","        742.00","        735.30","        748.00","        725.00","        735.00","        738.15","        730.60","      35048","            25605964.45","       2086"
"HATSUN","EQ","06-Apr-2021","        738.15","        743.30","        769.85","        741.40","        756.00","        756.05","        755.93","      32816","            24806672.45","       3673"
"HATSUN","EQ","07-Apr-2021","        756.05","        750.00","        768.95","        750.00","        764.00","        758.85","        759.91","      53311","            40511550.15","        977"
"HATSUN","EQ","08-Apr-2021","        758.85","        762.50","        782.20","        758.85","        763.10","        764.60","        769.74","      32469","            24992728.50","       2201"
"HATSUN","EQ","09-Apr-2021","        764.60","        764.60","        773.10","        752.00","        757.85","        758.00","        762.61","      16001","            12202479.95","       1572"
"HATSUN","EQ","12-Apr-2021","        758.00","        755.00","        755.00","        725.00","        750.00","        747.80","        731.34","     267313","           195497609.90","       1691"
"HATSUN","EQ","13-Apr-2021","        747.80","        751.30","        756.75","        735.00","        744.85","        742.90","        743.87","      36681","            27285937.40","       3167"
